Category,ITM ID,Source ID,Match Score,Match Type,Mark As,ITM Business name,ITM Address -1,ITM City,ITM State,ITM Zip,Source Business name,Source Address -1,Source City,Source State,Source Zip
,1923335,925896,78%,Moderate,,"GAJERA & PATEL, PLLC                    ",1717 HIGH ST STE 1A                     ,HOPKINSVILLE             ,KY,42240,Lifelinc Pain Management II Pc,"1717 High St, Suite 3b",Hopkinsville,KY,42240
,2697189,684755,78%,Moderate,,ALLIANCE PHARMACY CO                    ,1245 HIGHLAND AVE                       ,ABINGTON                 ,PA,19001,Surgical Care Specialists Inc,"1245 Highland Ave, Suite 600",Abington,PA,19001
,39058779,850736,78%,Moderate,,VIVO HEALTH SPCLTY PHCY                 ,410 LAKEVILLE RD STE 102                ,NEW HYDE PARK            ,NY,11042,Ari Leonard Ginsberg MD,"410 Lakeville Rd, Ste 100",New Hyde Park,NY,11042
,29629338,697328,78%,Moderate,,FLORIDA CANCER-LEESBURG NORTH-LB        ,9832 US HIGHWAY 441 STE 101             ,LEESBURG                 ,FL,34788,Christopher T Soprenuk MD PA,"9846 Us Highway 441, Suite 101",Leesburg,FL,34788
,39404139,4165,78%,Moderate,,AUSTIN CANCER CENTER                    ,9715 BURNET RD STE 200                  ,AUSTIN                   ,TX,78758,St Davids North Austin Medical Center,12221 N Mopac Expy N,Austin,TX,78758
,38183228,550639,78%,Moderate,,KIRKLAND CANCER CENTER PHARMACY         ,720 W FOREST AVE                        ,JACKSON                  ,TN,38301,The Jackson Clinic,700 W Forest Ave,Jackson,TN,38301
,28225092,1791,77%,Moderate,,"WALGREEN LOUISIANA CO, INC              ",2000 CANAL ST STE G1-1200               ,NEW ORLEANS              ,LA,70112,University Medical Center New Orleans (FKA Medical Center of Louisiana at New Orleans and Interim LSU Public Hospital),2000 Canal St,New Orleans,LA,70112
,8894303,2096,77%,Moderate,,AMBULATORY CARE PHARMACY                ,1500 E MEDICAL CENTER DR SPC 5008       ,ANN ARBOR                ,MI,48109,University Hospital,1500 E Medical Center Dr,Ann Arbor,MI,48109
,2151178,771119,77%,Moderate,,CANCER CENTER OF KANSAS                 ,2020 CENTRAL AVE                        ,DODGE CITY               ,KS,67801,Family Care Clinic of Western Kansas Llc,200 W Ross Blvd,Dodge City,KS,67801
,49702923,195,77%,Moderate,,"GRADO, GORDON MD INC                    ",2755 SILVER CREEK RD STE 127            ,BULLHEAD CITY            ,AZ,86442,Western Arizona Regional Medical Center,2735 Silver Creek Rd,Bullhead City,AZ,86442
,27681386,1035,77%,Moderate,,MEDICAL CENTER 340B                     ,710 CENTER ST # 951                     ,COLUMBUS                 ,GA,31901,Piedmont Columbus Regional - Midtown,710 Center St,Columbus,GA,31901
,11988158,609707,77%,Moderate,,FOUR CORNERS AMB SURG CENTER            ,2300 E 30TH ST BLDG A                   ,FARMINGTON               ,NM,87401,Orthopedic Associates PA,"2300 E 30th St, Bldg D Suite 101",Farmington,NM,87401
,4759375,2223,77%,Moderate,,ST CLOUD MED GRP NW-TACL                ,251 COUNTY ROAD 120                     ,SAINT CLOUD              ,MN,56303,St Cloud Hospital,1406 6th Ave N,Saint Cloud,MN,56303
,2746289,734942,77%,Moderate,,REGIONAL CANCER CARE ASSOCIATES         ,100 1ST ST STE 301                      ,HACKENSACK               ,NJ,07601,Donald A McCain MD (AKA Cancer Surgery Associatesllc),"20 Prospect Ave, Suite 603",Hackensack,NJ,07601
,56280601,639415,77%,Moderate,,PARK PHARMACY                           ,2108 CHARLOTTE AVE                      ,NASHVILLE                ,TN,37203,Tennessee Rheumatology (AKA Center for Inflammatory Disease PC),2001 Charlotte Ave,Nashville,TN,37203
,37906902,730409,77%,Moderate,,RED ROCK PHARMACY LTC                   ,450 S 900 E STE 150                     ,SALT LAKE CITY           ,UT,84102,Ear Nose & Throat Center of Utah,22 S 900 E,Salt Lake City,UT,84102
,13506988,956721,77%,Moderate,,JPS INFUSION PHARMACY                   ,1450 8TH AVE                            ,FORT WORTH               ,TX,76104,Eighth Avenue Obstetrics & Gynecology,1425 8th Ave,Fort Worth,TX,76104
,37121082,1522,77%,Moderate,,CENTRAL CARE CANCER CENTER              ,204 CLEVELAND ST                        ,GREAT BEND               ,KS,67530,The University of Kansas Health System - Great Bend Campus,514 Cleveland St,Great Bend,KS,67530
,20749833,704403,77%,Moderate,,EDWARD CANCER CENTER                    ,120 SPALDING DR STE 111                 ,NAPERVILLE               ,IL,60540,Grossweiner & Blaszak PC,"120 Spalding Dr, Ste 405",Naperville,IL,60540
,32758091,2269,77%,Moderate,,MHG EMPLOYEE PHARMACY                   ,4500 13TH ST                            ,GULFPORT                 ,MS,39501,Memorial Hospital at Gulfport,"4500 13th St, PO BOX 1810",Gulfport,MS,39501
,1914899,637040,77%,Moderate,,TEXAS ONC - SAN ANTONIO NORTHE          ,2130 NE LOOP 410 STE 100                ,SAN ANTONIO              ,TX,78217,Medical Therapy & Research,"2130 NE Loop 410, Ste 250",San Antonio,TX,78217
,2176,1365,77%,Moderate,,INDIANA UNIVERSITY HOSP                 ,550 UNIVERSITY BLVD                     ,INDIANAPOLIS             ,IN,46202,IU Health Methodist Hospital,1701 N Senate Blvd,Indianapolis,IN,46202
,1905000,1286,77%,Moderate,,FORT WAYNE MED ONC&HEM-ORAL             ,2514 E DUPONT RD STE 100                ,FORT WAYNE               ,IN,46825,Dupont Hospital,2520 E Dupont Rd,Fort Wayne,IN,46825
,20247072,639225,77%,Moderate,,WALGREENS #11255                        ,4545 E 9TH AVE STE 100                  ,DENVER                   ,CO,80220,Skincare Colorado,"4545 E 9th Ave, Suite 420",Denver,CO,80220
,15417110,622176,77%,Moderate,,DAVID LEE CANCER CENTER                 ,3100 MACCORKLE AVE SE STE 101           ,CHARLESTON               ,WV,25304,West Virginia University Physicians of Charleston,3110 Maccorkle Ave Se,Charleston,WV,25304
,2687378,482,77%,Moderate,,PHARMACY ALTERNATIVES CALIFORNIA LLC    ,2940 E LA PALMA AVE STE A               ,ANAHEIM                  ,CA,92806,Kaiser Permanente - Orange County Anaheim Medical Center,3440 E La Palma Ave,Anaheim,CA,92806
,49750189,1123,77%,Moderate,,PRESENCE CHICAGO HOSP 340B              ,2216 W THOMAS ST NETWORK STE 200204     ,CHICAGO                  ,IL,60622,AMITA Health Saint Mary and Elizabeth Medical Center Chicago - Saint Mary Campus (FKA Presence Saint Mary and Elizabeth Medical Center - Saint Mary Campus),2233 W Division St,Chicago,IL,60622
,37445121,755328,77%,Moderate,,TARRYTOWN EXPOCARE LLC                  ,8500 SHOAL CREEK BLVD BLDG 3            ,AUSTIN                   ,TX,78757,US Dermatology Partners (FKA Bryan L Townsend MD PA),8044 Shoal Creek Blvd,Austin,TX,78757
,38237743,742210,77%,Moderate,,NORTHWEST ONCOLOGY                      ,1435 N RANDALL RD STE 501               ,ELGIN                    ,IL,60123,Mohs Surgery & Dermatology Center,"1750 N Randall Rd, Ste 120",Elgin,IL,60123
,6689818,702295,77%,Moderate,,VCU HEALTH SYSTEM STONY POINT           ,9000 STONY POINT PKWY                   ,RICHMOND                 ,VA,23235,Medarva Healthcare,"8700 Stony Point Pkwy, Ste 100",Richmond,VA,23235
,8803418,3546,77%,Moderate,,WALGREENS ON SITE CLINIC 12872          ,100 E LANCASTER AVE STE 12              ,WYNNEWOOD                ,PA,19096,Lankenau Medical Center,100 E Lancaster Ave,Wynnewood,PA,19096
,19903755,616,77%,Moderate,,SANTA ROSA AMBULATORY SURG CTR          ,76 BROOKWOOD AVE STE B                  ,SANTA ROSA               ,CA,95404,Sutter Santa Rosa Regional Hospital (FKA Sutter Medical Center of Santa Rosa),30 Mark West Springs Rd,Santa Rosa,CA,95404
,49563007,957166,77%,Moderate,,WALGREENS #16549 HLTH SYS PHCY          ,1 HOSPITAL PLZ STE G122                 ,STAMFORD                 ,CT,06902,Stamford Health Medical Group,1 Hospital Plz,Stamford,CT,06902
,36823493,1794,77%,Moderate,,"WALGREEN LOUISIANA CO, INC              ",1415 TULANE AVE STE 2CW07               ,NEW ORLEANS              ,LA,70112,Tulane Medical Center,1415 Tulane Ave,New Orleans,LA,70112
,34875976,721061,77%,Moderate,,FLORIDA CANCER-HIGHLAND-HLD             ,100 HIGHLAND AVE N                      ,LARGO                    ,FL,33770,Bay Dermatology and Cosmetic Surgery PA,115 Highland Ave N,Largo,FL,33770
,13573386,682662,77%,Moderate,,CENTRAL INDIANA ORTHOPEDIC SURG CTR     ,3600 W BETHEL AVE                       ,MUNCIE                   ,IN,47304,University Dermatology Center PC,3500 W Purdue Ave,Muncie,IN,47304
,34769683,619775,77%,Moderate,,FLORIDA CANCER-ORMOND BEACH-ORB         ,325 CLYDE MORRIS BLVD STE 450           ,ORMOND BEACH             ,FL,32174,Gina Sevigny MD PA,"305 Clyde Morris Blvd, Ste 150",Ormond Beach,FL,32174
,4269574,274249,77%,Moderate,,FLORIDA CANCER-WINTER PARK-WPK          ,2100 GLENWOOD DR STE 102                ,WINTER PARK              ,FL,32792,AdventHealth Winter Park (FKA Winter Park Memorial Hospital),200 N Lakemont Ave,Winter Park,FL,32792
,27071317,761411,77%,Moderate,,MSKCC BREAST CTR RETAIL                 ,300 E 66TH ST                           ,NEW YORK                 ,NY,10065,Penstein Dermatology,116 East 66th Street,New York,NY,10065
,27470901,595092,77%,Moderate,,PUBLIX SUPER MARKETS                    ,1840 MEASE DR STE 100                   ,SAFETY HARBOR            ,FL,34695,Timothy F Kelly MD PA,"1840 Mease Dr, Ste 406",Safety Harbor,FL,34695
,38437894,738749,77%,Moderate,,ILLINOIS CANCER CARE PC                 ,336 HOME BLVD                           ,GALESBURG                ,IL,61401,Western Illinois Cancer Treatment Center,450 Mayo Dr,Galesburg,IL,61401
,1915898,3948,77%,Moderate,,TEXAS ONCOLOGY PHARMACY ODESSA          ,500 W 3RD ST                            ,ODESSA                   ,TX,79761,Medical Center Hospital (AKA Medical Center Health System),500 W 4th St,Odessa,TX,79761
,52102121,742066,77%,Moderate,,SURGERY CENTER SPAULDING                ,1351 FOWLER ST STE 100                  ,RICHLAND                 ,WA,99352,Dermahealth Dermatology PLLC,"1305 Fowler St, Ste 1C",Richland,WA,99352
,1905058,824318,77%,Moderate,,FREEMAN CANCER INSTITUTE                ,3415 MCINTOSH CIR                       ,JOPLIN                   ,MO,64804,Care for Women Joplin,3201 McIntosh Circle,Joplin,MO,64804
,1876722,1965,77%,Moderate,,PHARMERICA                              ,1123 PEARL ST                           ,BROCKTON                 ,MA,02301,Good Samaritan Medical Center,235 N Pearl St,Brockton,MA,02301
,36775017,663106,77%,Moderate,,FLORIDA CANCER SPECIALISTS              ,14100 FIVAY RD STE 380                  ,HUDSON                   ,FL,34667,FDM Plc,14100 Fivay Rd,Hudson,FL,34667
,27509583,5298,77%,Moderate,,FLORIDA CANCER-BROOKSVILLE EAST-        ,14529 CORTEZ BLVD                       ,BROOKSVILLE              ,FL,34613,Encompass Health Rehabilitation Hospital of Spring Hill (FKA Healthsouth Rehab of Spring Hill),12440 Cortez Blvd,Brooksville,FL,34613
,38933852,941501,77%,Moderate,,HEALTH FIRST FAMILY PHARMACY            ,8725 N WICKHAM RD STE 102               ,MELBOURNE                ,FL,32940,Florida Dermatology Plastic Surgery LLC,"6559 N Wickham Rd, Ste 105",Melbourne,FL,32940
,36827553,4310,77%,Moderate,,UVA EMILY COURIC CANCER CLINIC-RADIATION,1240 LEE ST                             ,CHARLOTTESVILLE          ,VA,22908,University Hospital,1215 Lee St,Charlottesville,VA,22908
,23264473,826,77%,Moderate,,FLORIDA CANCER SPECIALISTS              ,601 E DIXIE AVE STE 1001                ,LEESBURG                 ,FL,34748,UF Health Leesburg Hospital (FKA Leesburg Regional Medical Center),600 E Dixie Ave,Leesburg,FL,34748
,39020801,541974,77%,Moderate,,WALGREENS #15948 HLTH SYS PHCY          ,525 E 68TH ST STE F                     ,NEW YORK                 ,NY,10065,NewYork-Presbyterian/Weill Cornell Medical Center,525 E 68th St,New York,NY,10065
,22477492,274164,77%,Moderate,,FLORIDA CANCER SPECIALISTS              ,10441 QUALITY DR STE 203                ,SPRING HILL              ,FL,34609,Bayfront Health - Spring Hill (FKA Spring Hill Regional Hospital),10461 Quality Dr,Spring Hill,FL,34609
,49430547,596054,77%,Moderate,,RIVER'S EDGE SPECIALTY PHARMACY         ,17332 VON KARMAN AVE STE 110            ,IRVINE                   ,CA,92614,First OC Dermatology (AKA Tien Q Nguyen Inc),"17305 Von Karman Ave, Suite 107",Irvine,CA,92614
,18967133,599318,77%,Moderate,,OUTPATIENT PAVILION PHCY PHS            ,1635 AURORA CT                          ,AURORA                   ,CO,80045,Rocky Mountain Gamma Knife Center LLC,"1635 Aurora Ct, Mail Stop F752",Aurora,CO,80045
,1922805,736,77%,Moderate,,SMILOW CANCER CENTER                    ,1450 CHAPEL ST STE A                    ,NEW HAVEN                ,CT,06511,Yale New Haven Hospital - St Raphael Campus,1450 Chapel St,New Haven,CT,06511
,32743369,660859,77%,Moderate,,PHARMSCRIPT LLC                         ,150 PIERCE ST                           ,SOMERSET                 ,NJ,08873,University Urgi Care LLC,"1553 State Route, Suite 2100",Somerset,NJ,08873
,37769383,845,77%,Moderate,,JACKSON PHARMACY SOLUTIONS              ,901 NW 17TH ST STE D                    ,MIAMI                    ,FL,33136,Jackson Memorial Hospital,1611 Nw 12th Ave,Miami,FL,33136
,30044335,1673,77%,Moderate,,HARLAN MEDICAL CENTER                   ,132 VILLAGE CENTER RD                   ,HARLAN                   ,KY,40831,Harlan ARH Hospital,81 Ball Park Rd,Harlan,KY,40831
,38032203,760765,77%,Moderate,,FOCUS RX                                ,2805 VETERANS MEMORIAL HWY STE 19       ,RONKONKOMA               ,NY,11779,Preferred Professional Medical Care Pc,"3505 Veterans Memorial Hwy, Suite C",Ronkonkoma,NY,11779
,34220613,664888,77%,Moderate,,EAST TENNESSEE HEM/ONC-JOHNSON C        ,110 CORPORATE DR STE 120                ,JOHNSON CITY             ,TN,37604,East Tennessee Brain & Spine Center,"701 Med Tech Pkwy, Suite 300",Johnson City,TN,37604
,27874864,708420,77%,Moderate,,WEST CLINIC-CORINTH                     ,2001 STATE DR                           ,CORINTH                  ,MS,38834,Magnolia Gastroenterology Clinic LLC,3050 Corder Dr,Corinth,MS,38834
,8998754,345,77%,Moderate,,KERN MEDICAL CENTER CAMPUS PHARMACY     ,2014 COLLEGE AVE                        ,BAKERSFIELD              ,CA,93305,Kern Medical (FKA Kern Medical Center),1700 Mount Vernon Ave,Bakersfield,CA,93306
,1751775,550639,77%,Moderate,,WEST TENNESSEE SURGERY CE               ,700 W FOREST AVE STE 330                ,JACKSON                  ,TN,38301,The Jackson Clinic,700 W Forest Ave,Jackson,TN,38301
,39298320,2698,77%,Moderate,,WALGREENS  #16424                       ,110 REHILL AVE STE 8L002                ,SOMERVILLE               ,NJ,08876,RWJ University Hospital Somerset (FKA Somerset Medical Center),110 Rehill Ave,Somerville,NJ,08876
,34475281,1003718,77%,Moderate,,NORTH BAY REGIONAL SURGERY CENTER LLC   ,100 ROWLAND WAY STE 145                 ,NOVATO                   ,CA,94945,MarinHealth Medical Network,"75 Rowland Way, Suite 200",Novato,CA,94945
,4740184,3697,77%,Moderate,,REGIONAL PHARMACY 340B ST               ,1420 N 10TH ST STE 1                    ,SPEARFISH                ,SD,57783,Regional Health Spearfish Hospital,1440 N Main St,Spearfish,SD,57783
,53747986,977,77%,Moderate,,WINSHIP CANCER INSTITUTE                ,1365 CLIFTON RD NE # C-1407             ,ATLANTA                  ,GA,30322,Emory University Hospital,1364 Clifton Rd Ne,Atlanta,GA,30322
,38482999,2141,77%,Moderate,,FAIRVIEW RIDGES SPECIALTY CARE CENT     ,14101 FAIRVIEW DR                       ,BURNSVILLE               ,MN,55337,M Health Fairview Ridges Hospital,201 E Nicollet Blvd,Burnsville,MN,55337
,6711,274378,77%,Moderate,,CHRISTUS SANTA ROSA HOSP NEW BRAUN      ,600 N UNION AVE                         ,NEW BRAUNFELS            ,TX,78130,New Braunfels Regional Rehabilitation Hospital,2041 Sundance Pkwy,New Braunfels,TX,78130
,13204877,756763,77%,Moderate,,NOVANT HEALTH PHARMACY SERVICES LLC     ,911 W HENDERSON ST STE L20              ,SALISBURY                ,NC,28144,Rowan Primary Care,"1406 W Innes St, Ste A",Salisbury,NC,28144
,49562401,5308,77%,Moderate,,LEGENT ORTHOPEDIC & SPINE               ,5330 N LOOP 1604 W                      ,SAN ANTONIO              ,TX,78249,PAM Specialty Hospital of San Antonio (FKA Promise Specialty Hospital - San Antonio),"5418 N Loop 1604 W, 3rd Floor",San Antonio,TX,78249
,53638243,927055,77%,Moderate,,AMERICAN ONC-HOPE PAHRUMP-NVHPO         ,2340 E CALVADA BLVD STE 7               ,PAHRUMP                  ,NV,89048,Mohave Dermatology (AKA J H Daulat DO PC),"1420 E Calvada Blvd, Ste 100",Pahrump,NV,89048
,39374464,2678,77%,Moderate,,WALGREENS #16329                        ,254 EASTON AVE STE 100G                 ,NEW BRUNSWICK            ,NJ,08901,Saint Peters University Hospital,254 Easton Ave,New Brunswick,NJ,08901
,4253853,615392,77%,Moderate,,ONCOLOGY SPECIALTIES                    ,1 HOSPITAL DR SW STE 400                ,HUNTSVILLE               ,AL,35801,Rheumatology Associates of North Alabama,"720 Gallatin St Sw, Ste 500",Huntsville,AL,35801
,19259815,4194,77%,Moderate,,TEXAS ONCOLOGY MARBLE FALLS             ,1401 MEDICAL PKWY BLDG C                ,CEDAR PARK               ,TX,78613,Cedar Park Regional Medical Center,1401 Medical Pkwy,Cedar Park,TX,78613
,1740854,6343,77%,Moderate,,GCS - CENTER POINT INFUSION SUPP        ,1100 JOHNSON FERRY RD STE 600           ,ATLANTA                  ,GA,30342,Scottish Rite Hospital (FKA Childrens Healthcare Scottish Rite),1001 Johnson Ferry Rd,Atlanta,GA,30342
,14822981,3207,77%,Moderate,,MIAMI VALLEY HOSP NORTH                 ,9000 N MAIN ST                          ,DAYTON                   ,OH,45415,Miami Valley Hospital,1 Wyoming St,Dayton,OH,45409
,16267425,760125,77%,Moderate,,"OCSRI, LLC - MCALESTER                  ",901 N STRONG BLVD                       ,MCALESTER                ,OK,74501,Mcalester Care Associates,3 E Clark Bass Blvd,McAlester,OK,74501
,33427556,736587,77%,Moderate,,FLORIDA CANCER SPECIALISTS              ,5507 S CONGRESS AVE STE 130             ,LAKE WORTH               ,FL,33462,Cancer Center of South Florida PLLC,"4801 S Congress Ave, Suite 201",Lake Worth,FL,33461
,8990130,630908,77%,Moderate,,ST VINCENT PHARMACY MOB                 ,801 SAINT MARYS DR                      ,EVANSVILLE               ,IN,47714,Neurosurgical Consultants LLP,"801 Saint Marys Dr, Ste 410 W",Evansville,IN,47714
,23493870,787,77%,Moderate,,FLORIDA CANCER SPECIALISTS              ,6360 PINE RIDGE RD STE 201              ,NAPLES                   ,FL,34119,Physicians Regional Medical Center - Pine Ridge,6101 Pine Ridge Rd,Naples,FL,34119
,8372821,734673,77%,Moderate,,ARIZONA ONCOLOGY ASSOC-SCOTTSDALE       ,10460 N 92ND ST STE 402                 ,SCOTTSDALE               ,AZ,85258,Scottsdale Physicians Group,"7975 N Hayden Rd, Suite D-354",Scottsdale,AZ,85258
,2387788,5601,76%,Moderate,,CAROLINA'S UPSTATE PHCY -GIBBS          ,380 SERPENTINE DR STE 201               ,SPARTANBURG              ,SC,29303,Spartanburg Hospital for Restorative Care,389 Serpentine Dr,Spartanburg,SC,29303
,9541433,759919,76%,Moderate,,WALGREENS #13778                        ,6624 FANNIN ST STE 120                  ,HOUSTON                  ,TX,77030,Yvonne Kew MD PLLC,"6624 Fannin St, Suite 1740",Houston,TX,77030
,37302156,708123,76%,Moderate,,PLANT CITY FAMILY CARE                  ,801 E BAKER ST                          ,PLANT CITY               ,FL,33563,Plant City Cancer Treatment Center (AKA Heysek & Kepes MDS PA),303 N Alexander St,Plant City,FL,33563
,34276660,310,76%,Moderate,,FEATHER RIVER PHARMACY                  ,5125 SKYWAY                             ,PARADISE                 ,CA,95969,Adventist Health Feather River (FKA Feather River Hospital - Closed),5974 Pentz Rd,Paradise,CA,95969
,1997159,764311,76%,Moderate,,WALGREEN CO                             ,7505 OSLER DR                           ,TOWSON                   ,MD,21204,Morad and Mostafa MD,"7505 Osler Dr, Suite 208",Towson,MD,21204
,1742821,283,76%,Moderate,,COOPER CLINIC                           ,6801 ROGERS AVE                         ,FORT SMITH               ,AR,72903,Mercy Hospital Fort Smith (FKA St Edward Mercy Medical Center),7301 Rogers Ave,Fort Smith,AR,72903
,8090035,971218,76%,Moderate,,FLORIDA CANCER SPECIALISTS              ,1030 COMMERCE CREEK BLVD                ,CAPE CORAL               ,FL,33909,Advanced Dermatology Specialties,"326 Del Prado Blvd N, Suite 301",Cape Coral,FL,33909
,34685138,3245,76%,Moderate,,KROGER                                  ,401 MATTHEW ST STE 100                  ,MARIETTA                 ,OH,45750,Marietta Memorial Hospital Campus,401 Matthew St,Marietta,OH,45750
,1880359,592938,76%,Moderate,,MONTGOMERY CANCER CENTER LLC            ,4145 CARMICHAEL RD STE A                ,MONTGOMERY               ,AL,36106,Central Alabama Radiation Oncology,4143 Carmichael Rd,Montgomery,AL,36106
,6662,914637,76%,Moderate,,UNIVERSITY OF TEXAS MEDICAL BRANCH      ,301 UNIVERSITY BLVD                     ,GALVESTON                ,TX,77555,Kalpana J Gupta MD PA,"301 University Blvd, Suite 6120",Galveston,TX,77555
,22831197,557,76%,Moderate,,WALGREENS #13583                        ,901 HYDE ST                             ,SAN FRANCISCO            ,CA,94109,Saint Francis Memorial Hospital,900 Hyde St,San Francisco,CA,94109
,30528611,550255,76%,Moderate,,BENEFIS AMBULATORY PHARMACY             ,500 15TH AVE S STE 2                    ,GREAT FALLS              ,MT,59405,Benefis Medical Group,1411 9th St S,Great Falls,MT,59405
,1742454,1111,76%,Moderate,,CARLE HEALTHCARE INC                    ,509 W UNIVERSITY AVE STE 2345           ,URBANA                   ,IL,61801,Carle Foundation Hospital,611 W Park St,Urbana,IL,61801
,53620037,1769,76%,Moderate,,WALGREENS #21205 DSD                    ,4200 HOUMA BLVD STE 150                 ,METAIRIE                 ,LA,70006,East Jefferson General Hospital,4200 Houma Blvd,Metairie,LA,70006
,10193844,551906,76%,Moderate,,NORTHWEST MEDICAL PHARMAC               ,7355 N PALM AVE STE 100                 ,FRESNO                   ,CA,93711,Sante Community Physicians,"7370 N Palm Ave, Suite 101",Fresno,CA,93711
,31629082,4503,76%,Moderate,,MAYO CLINIC HEALTH SYSTEM - PHARMACY & H,1707 WESTGATE RD                        ,EAU CLAIRE               ,WI,54703,Mayo Clinic Hospital - Eau Claire,1221 Whipple St,Eau Claire,WI,54703
,22956537,447,76%,Moderate,,MARIN SPECIALTY SURGERY CENTER          ,505 SIR FRANCIS DRAKE BLVD              ,GREENBRAE                ,CA,94904,MarinHealth Medical Center (FKA Marin General Hospital),"250 Bon Air Rd, PO BOX 8010",Greenbrae,CA,94904
,28561109,1914,76%,Moderate,,JOHN HOPKINS OP PHARMACY AT JHOC        ,601 N CAROLINE ST STE 1006              ,BALTIMORE                ,MD,21287,The Johns Hopkins Hospital,1800 Orleans St,Baltimore,MD,21287
,36721925,706698,76%,Moderate,,"HOSPICE OF PALM BEACH COUNTY, INC       ",300 NORTHPOINT PKWY STE 301             ,WEST PALM BEACH          ,FL,33407,Dermatology Associates of the Palm Beaches,"120 Butler St, Ste A",West Palm Beach,FL,33407
,8131,2759,76%,Moderate,,BRONX LEBANON HOSPITAL CENTER           ,1650 GRAND CONCOURSE                    ,BRONX                    ,NY,10457,St Barnabas Hospital,4422 3rd Ave,Bronx,NY,10457
,30597495,915256,76%,Moderate,,TARA PHARMACY SE LLC                    ,211 SUMMIT PKWY STE 112                 ,BIRMINGHAM               ,AL,35209,Shades Valley Dermatology LLC,"813 Shades Creek Pkwy, Ste 205",Birmingham,AL,35209
,2700766,3003,76%,Moderate,,CMC RX MEDICALCENTERPLAZA               ,1001 BLYTHE BLVD STE 201                ,CHARLOTTE                ,NC,28203,Atrium Health Carolinas Medical Center,1000 Blythe Blvd,Charlotte,NC,28203
,11578756,609714,76%,Moderate,,UTAH CANCER SPECIALISTS                 ,5131 S COTTONWOOD ST STE L2             ,SALT LAKE CITY           ,UT,84107,Utah Cancer Specialists PC,"1121 E 3900 S, Suite C230",Salt Lake City,UT,84124
,5713060,2880,76%,Moderate,,WORLDS FAIR PHARMACY - EP               ,5737 MAIN ST                            ,FLUSHING                 ,NY,11355,NewYork-Presbyterian Queens,5645 Main St,Flushing,NY,11355
,2555693,619577,76%,Moderate,,HUMANA PHARMACY INC. #013               ,5317 W ATLANTIC AVE                     ,DELRAY BEACH             ,FL,33484,Feinstein Dermatology & Cosmetic Surgery (AKA Feinstein Medical Llc),6140 W Atlantic Ave,Delray Beach,FL,33484
,2564434,596,76%,Moderate,,SANTA CLARA COUNTY MENTAL HEALTH        ,2221 ENBORG LN                          ,SAN JOSE                 ,CA,95128,Santa Clara Valley Medical Center,751 S Bascom Ave,San Jose,CA,95128
,39300929,694153,76%,Moderate,,METRO HEALTH PARK EST PHCY WAC          ,4055 CASCADE RD SE STE 104              ,GRAND RAPIDS             ,MI,49546,Metro Health OB/GYN (FKA Michigan Obstetrics and Gynecology PC),"770 Kenmoor Ave Se, Suite 301",Grand Rapids,MI,49546
,36060374,802098,76%,Moderate,,UTAH CANCER SPECIALISTS                 ,3590 W 9000 S STE 100                   ,WEST JORDAN              ,UT,84088,Jordan Valley Dermatology,"3570 W 9000 S, Ste 220",West Jordan,UT,84088
,38456105,1678,76%,Moderate,,NORTON CANCER INSTITUTE PAVIL PH        ,315 E BROADWAY FL 4                     ,LOUISVILLE               ,KY,40202,Norton Hospital,200 E Chestnut St,Louisville,KY,40202
,37203706,2973,76%,Moderate,,DUKE CANCER CENTER                      ,20 DUKE MEDICINE CIR                    ,DURHAM                   ,NC,27710,Duke University Hospital,2301 Erwin Rd,Durham,NC,27710
,38936284,610464,76%,Moderate,,NYU LUTHERAN MEDICAL CENTER             ,8721 5TH AVE FL 3                       ,BROOKLYN                 ,NY,11209,Peter B Milburn MD PC,8026 5th Ave,Brooklyn,NY,11209
,52259112,274172,76%,Moderate,,CHARLESTON ONCOLOGY PA                  ,3510 HIGHWAY 17 BYP N STE 300           ,MOUNT PLEASANT           ,SC,29466,Roper St Francis Healthcare - Roper St Francis Mount Pleasant Hospital,3500 N Highway 17,Mount Pleasant,SC,29466
,3867571,628913,76%,Moderate,,FLORIDA CANCER SPECIALISTS PGA          ,3401 PGA BLVD STE 200                   ,PALM BEACH GARDENS       ,FL,33410,Mount Sinai Doctors New York Dermatology (FKA Juno Dermatology LLC),"3801 Pga Blvd, Ste 107",Palm Beach Gardens,FL,33410
,8228,628173,76%,Moderate,,CHARLESTON AREA MEDICAL CTR             ,800 PENNSYLVANIA AVE                    ,CHARLESTON               ,WV,25302,Scott A Naegele MD PLLC,"830 Pennsylvania Ave, Suite 108",Charleston,WV,25302
,36852428,71,76%,Moderate,,THE KIRKLIN CLINIC                      ,2000 6TH AVE S                          ,BIRMINGHAM               ,AL,35233,UAB Hospital,1802 6th Ave S,Birmingham,AL,35233
,1914491,808,76%,Moderate,,FLORIDA CANCER-SEBRING-SBR              ,4420 SUN N LAKE BLVD                    ,SEBRING                  ,FL,33872,AdventHealth Sebring (FKA Florida Hospital Heartland Medical Center),4200 Sun N Lake Blvd,Sebring,FL,33871
,34502603,948646,76%,Moderate,,NEW JERSEY HEM ONC ASSOC LLC            ,508 LAKEHURST RD STE 1B                 ,TOMS RIVER               ,NJ,08755,Reproductive Science Center of New Jersey,"780 Route 37 W, Ste 150",Toms River,NJ,08755
